0	1
11	40
11	64
11	82
11	115
11	120
11	131
11	134
11	139
11	148
11	187
11	208
11	214
11	236
11	238
11	246
11	253
11	259
11	264
11	266
11	267
9	43
9	70
9	74
9	76
9	80
9	125
9	128
9	140
9	148
9	178
9	183
9	188
9	189
9	191
9	193
9	198
9	199
9	200
9	201
9	207
3	3
3	5
3	7
3	8
3	11
3	13
3	18
3	22
3	27
3	28
3	32
3	34
3	36
3	41
3	44
3	51
3	53
3	54
3	55
3	57
15	1
15	67
15	154
15	229
15	250
15	274
15	278
15	280
15	286
15	289
15	296
15	306
15	309
15	310
15	311
15	312
15	313
15	314
15	315
15	316
14	9
14	10
14	50
14	60
14	63
14	81
14	85
14	87
14	92
14	95
14	96
14	99
14	119
14	121
14	126
14	129
14	142
14	147
14	156
14	161
2	15
2	52
2	86
2	100
2	107
2	111
2	130
2	141
2	190
2	195
2	197
2	206
2	218
2	221
2	225
2	231
2	247
2	251
2	260
2	262
4	26
4	31
4	48
4	66
4	101
4	112
4	116
4	117
4	143
4	146
4	149
4	151
4	152
4	160
4	167
4	174
4	176
4	182
4	184
4	185
8	19
8	21
8	33
8	45
8	49
8	61
8	62
8	71
8	72
8	73
8	77
8	79
8	93
8	94
8	103
8	104
8	106
8	109
8	110
8	113
6	177
6	203
6	212
6	215
6	220
6	228
6	232
6	239
6	241
6	244
6	248
6	254
6	255
6	261
6	263
6	265
6	270
6	275
6	276
6	277
1	4
1	6
1	12
1	14
1	16
1	18
1	20
1	29
1	30
1	39
1	42
1	47
1	56
1	58
1	59
1	69
1	84
1	89
1	91
1	98
10	17
10	24
10	35
10	65
10	68
10	75
10	105
10	123
10	124
10	133
10	157
10	165
10	170
10	171
10	173
10	181
10	194
10	209
10	219
10	243
13	114
13	118
13	122
13	135
13	137
13	138
13	175
13	180
13	186
13	196
13	222
13	230
13	234
13	237
13	249
13	269
13	279
13	284
13	285
13	287
12	0
12	23
12	25
12	37
12	78
12	88
12	90
12	97
12	102
12	108
12	127
12	132
12	136
12	144
12	145
12	147
12	150
12	155
12	162
12	168
0	158
0	179
0	192
0	202
0	205
0	210
0	211
0	216
0	217
0	223
0	224
0	226
0	227
0	233
0	235
0	240
0	242
0	256
0	257
0	258
7	2
7	38
7	46
7	153
7	159
7	164
7	166
7	169
7	172
7	204
7	268
7	271
7	273
7	290
7	293
7	294
7	297
7	300
7	301
7	304
5	83
5	163
5	213
5	245
5	252
5	272
5	281
5	282
5	283
5	288
5	291
5	292
5	295
5	298
5	299
5	302
5	303
5	305
5	307
5	308
